STCODE,ENTITY,SITECODE,WATERYEAR,YEAR,MONTH,TYPE,Q_AREA_MO,QCODE_MO,PH_MO,PHCODE_MO,COND_MO,CONDCODE_MO,ALK_MO,ALKCODE_MO,SSED_MO,SSEDCODE_MO,SI_MO,SICODE_MO,UTP_MO,UTPCODE_MO,TDP_MO,TDPCODE_MO,PO4P_MO,PO4PCODE_MO,PARTP_MO,PARTPCODE_MO,UTN_MO,UTNCODE_MO,TDN_MO,TDNCODE_MO,DON_MO,DONCODE_MO,PARTN_MO,PARTNCODE_MO,UTKN_MO,UTKNCODE_MO,TKN_MO,TKNCODE_MO,NH3N_MO,NH3NCODE_MO,NO3N_MO,NO3NCODE_MO,NA_MO,NACODE_MO,K_MO,KCODE_MO,CA_MO,CACODE_MO,MG_MO,MGCODE_MO,SO4S_MO,SO4SCODE_MO,CL_MO,CLCODE_MO,DOC_MO,DOCCODE_MO 
CF002,2,"GSWS01",2003,2003,6,F,1.12,A,7.60,A,48.35,A,24.79,A,1.63,A,10.02,A,0.029,A,0.027,A,0.018,A,0.002,D,0.08,D,0.08,D,0.05,D,0.00,D,0.07,A,0.07,A,0.021,A,0.009,A,2.91,A,0.21,A,5.52,A,1.35,A,0.19,A,0.67,A,,N
CF002,2,"GSWS01",2003,2003,7,P,0.21,A,7.60,A,53.98,A,28.08,A,2.11,A,10.44,A,0.030,A,0.026,A,0.014,A,0.003,D,0.08,D,0.07,D,0.05,D,0.01,D,0.07,A,0.06,A,0.013,*,0.012,A,3.14,A,0.23,A,6.36,A,1.26,A,0.19,A,0.49,A,,N
CF002,2,"GSWS01",2003,2003,8,P,0.05,A,7.70,A,63.20,A,32.79,A,79.59,A,10.76,A,0.040,A,0.029,A,0.014,A,0.011,D,0.18,D,0.15,D,0.06,D,0.04,D,0.11,A,0.08,A,0.017,A,0.069,A,3.79,A,0.28,A,7.45,A,1.62,A,0.21,A,0.71,A,1.23,I
CF002,2,"GSWS01",2003,2003,9,P,0.26,E,7.62,A,60.70,A,30.91,A,74.08,A,10.68,A,0.037,A,0.028,A,0.020,A,0.009,D,0.17,D,0.14,D,0.07,D,0.03,D,0.11,A,0.09,A,0.012,*,0.059,A,3.58,A,0.25,A,7.08,A,1.47,A,0.22,A,0.99,A,1.12,A
CF002,2,"GSWS01",2004,2003,10,F,0.92,A,7.60,A,54.65,A,26.79,A,2.16,A,10.22,A,0.029,A,0.025,A,0.016,A,0.004,D,0.12,D,0.13,D,0.08,D,0.01,D,0.08,A,0.09,A,0.013,A,0.039,A,3.36,A,0.22,A,6.27,A,1.36,A,0.23,A,1.28,A,,N
CF002,2,"GSWS01",2004,2003,11,F,6.84,A,7.41,A,39.60,A,17.75,A,7.12,A,8.56,A,0.029,A,0.025,A,0.015,A,0.004,D,0.15,D,0.15,D,0.08,D,0.00,D,0.10,A,0.10,A,0.024,A,0.044,A,2.59,A,0.18,A,4.50,A,0.86,A,0.24,A,1.44,A,2.75,I
CF002,2,"GSWS01",2004,2003,12,F,28.97,A,7.40,A,34.22,A,16.21,A,53.15,A,8.54,A,0.045,A,0.030,A,0.020,A,0.015,D,0.12,D,0.10,D,0.05,D,0.02,D,0.09,A,0.07,A,0.023,A,0.027,A,2.25,A,0.18,A,3.55,A,0.71,A,0.14,A,0.91,A,1.75,I
CF002,2,"GSWS01",2004,2004,1,F,41.75,A,7.40,A,32.33,A,16.08,A,47.53,A,8.57,A,0.039,A,0.033,A,0.024,A,0.006,D,0.07,D,0.08,D,0.02,D,0.00,D,0.06,A,0.06,A,0.053,A,0.012,A,2.08,A,0.17,A,3.37,A,0.69,A,0.14,A,0.70,A,1.23,I
CF002,2,"GSWS01",2004,2004,2,F,20.53,A,7.40,A,33.69,A,17.04,A,30.37,A,8.69,A,0.038,A,0.033,A,0.025,A,0.004,D,0.07,D,0.05,D,0.00,D,0.02,D,0.06,A,0.04,A,0.033,*,0.009,A,2.16,A,0.16,A,3.55,A,0.98,A,0.13,A,0.66,A,1.01,I
CF002,2,"GSWS01",2004,2004,3,F,10.23,A,7.40,A,37.95,A,18.50,A,3.00,A,8.84,A,0.034,A,0.031,A,0.021,A,0.004,D,0.06,D*,0.06,D*,0.04,D,0.01,D,0.06,A,0.06,A,0.018,*,0.002,*,2.37,A,0.18,A,4.05,A,0.93,A,0.08,A,0.72,A,1.35,I
CF002,2,"GSWS01",2004,2004,4,F,6.89,A,7.41,A,40.89,A,20.54,A,4.12,A,8.92,A,0.040,A,0.031,A,0.020,A,0.010,D,0.08,D*,0.06,D*,0.03,ID,0.02,D,0.07,A,0.05,A,0.039,I,0.005,*,2.51,A,0.18,A,4.56,A,1.19,A,0.19,A,0.63,A,1.27,A
CF002,2,"GSWS01",2004,2004,5,F,5.44,A,7.50,A,43.69,A,22.25,A,3.67,A,9.19,A,0.040,A,0.028,A,0.017,A,0.012,D,0.09,D,0.06,D,0.04,D,0.03,D,0.08,A,0.05,A,0.015,A,0.009,A,2.63,A,0.17,A,4.70,A,1.14,A,0.20,A,0.59,A,1.36,I
CF002,2,"GSWS01",2004,2004,6,F,4.07,A,7.57,A,45.90,A,23.71,A,6.69,A,9.43,A,0.038,A,0.033,A,0.017,A,0.005,D,0.10,D,0.07,D,0.03,D,0.03,D,0.09,A,0.06,A,0.029,A,0.008,A,2.77,A,0.18,A,5.10,A,1.18,A,0.19,A,0.61,A,1.30,A
CF002,2,"GSWS01",2004,2004,7,P,0.59,E,7.60,I,51.60,I,26.21,I,4.35,I,10.20,I,0.044,I,0.037,I,0.033,I,0.007,ID,0.14,ID,0.08,ID,0.04,ID,0.06,ID,0.13,I,0.07,I,0.031,I,0.007,I,3.11,I,0.21,I,5.82,I,1.38,I,0.18,I,1.49,I,0.98,I
CF002,2,"GSWS01",2004,2004,8,P,0.54,A,7.60,I,57.49,I,28.87,I,9.75,I,10.59,I,0.045,I,0.031,I,0.016,I,0.014,ID,0.20,ID,0.16,ID,0.09,ID,0.04,ID,0.14,I,0.10,I,0.014,I,0.056,I,3.44,I,0.31,I,6.81,I,1.57,I,0.18,I,0.93,I,1.83,I
CF002,2,"GSWS01",2004,2004,9,F,0.91,A,7.60,A,56.79,A,27.75,A,4.92,A,10.25,A,0.041,A,0.034,A,0.018,A,0.008,D,0.16,D,0.10,D,0.06,D,0.06,D,0.14,A,0.08,A,0.017,A,0.023,A,3.33,A,0.27,A,6.10,A,1.56,A,0.20,A,0.95,A,1.63,A
CF002,2,"GSWS01",2005,2004,10,F,1.93,A,7.51,A,49.78,A,24.33,A,59.48,A,9.38,A,0.078,A,0.037,A,0.021,A,0.040,D,0.31,D,0.14,D,0.10,D,0.17,D,0.30,A,0.13,A,0.028,A,0.013,A,2.94,A,0.23,A,5.56,A,1.40,A,0.24,A,0.92,A,2.30,A
CF002,2,"GSWS01",2005,2004,11,F,3.36,A,7.46,A,43.80,A,21.50,A,63.92,A,8.81,A,0.035,A,0.027,A,0.015,A,0.008,D,0.12,D,0.10,D,0.07,D,0.03,D,0.11,A,0.08,A,0.012,*,0.013,A,2.59,A,0.18,A,4.88,A,1.01,A,0.24,A,0.83,A,1.96,A
CF002,2,"GSWS01",2005,2004,12,F,15.98,A,7.34,A,39.48,A,19.08,A,42.52,A,8.66,A,0.037,A,0.025,A,0.016,A,0.012,D,0.13,D,0.10,D,0.07,D,0.03,D,0.11,A,0.08,A,0.011,A,0.021,A,2.42,A,0.19,A,4.39,A,0.55,A,0.23,A,0.77,A,2.00,A
CF002,2,"GSWS01",2005,2005,1,F,8.89,A,7.42,A,39.28,A,19.12,A,15.03,A,8.93,A,0.031,A,0.028,A,0.017,A,0.003,D,0.09,D,0.09,D,0.05,D,0.00,D,0.06,A,0.06,A,0.013,A,0.031,A,2.40,A,0.16,A,4.35,A,0.51,A,0.19,A,0.71,A,1.58,A
CF002,2,"GSWS01",2005,2005,2,F,5.94,A,7.50,A,41.64,A,20.17,A,6.28,A,9.04,A,0.034,A,0.025,A,0.019,A,0.009,D,0.11,D,0.09,D,0.04,D,0.02,D,0.08,A,0.06,A,0.015,A,0.032,A,2.50,A,0.16,A,4.57,A,0.60,A,0.18,A,0.69,A,1.28,A
CF002,2,"GSWS01",2005,2005,3,F,14.44,A,7.43,A,42.26,A,20.46,A,83.45,A,8.92,A,0.046,A,0.033,A,0.021,A,0.012,D,0.19,D,0.12,D,0.05,D,0.08,D,0.16,A,0.08,A,0.035,A,0.035,A,2.55,A,0.19,A,4.67,A,0.61,A,0.16,A,0.65,A,1.42,A
CF002,2,"GSWS01",2005,2005,4,F,11.14,A,7.50,A,41.27,A,20.62,A,279.71,A,9.23,A,0.047,A,0.032,A,0.021,A,0.015,D,0.16,D,0.06,D,0.03,D,0.09,D,0.14,A,0.05,A,0.017,A,0.014,A,2.51,A,0.18,A,4.52,A,0.62,A,0.13,A,0.73,A,1.27,A
CF002,2,"GSWS01",2005,2005,5,F,11.03,A,7.58,A,45.72,A,23.12,A,61.16,A,9.52,A,0.044,A,0.034,A,0.020,A,0.010,D,0.15,D,0.10,D,0.06,D,0.06,D,0.34,I,0.07,I,0.021,A,0.014,A,2.63,A,0.18,A,4.94,A,0.84,A,0.13,A,0.61,A,1.25,A
CF002,2,"GSWS01",2005,2005,6,F,4.83,E,7.60,A,48.93,A,25.12,A,329.37,A,9.81,A,0.053,A,0.040,A,0.018,A,0.014,D,0.21,A,0.08,A,0.05,D,0.13,D,,N,,N,0.021,A,0.007,A,2.93,A,0.20,A,0.68,A,1.45,A,0.14,A,0.55,A,1.22,A
CF002,2,"GSWS01",2005,2005,7,F,0.91,A,7.65,A,55.37,A,28.16,A,22.11,A,10.13,I,0.050,A,0.036,A,0.016,A,0.014,D,0.18,A,0.07,A,0.03,D,0.11,D,,N,,N,0.028,A,0.014,A,3.29,A,0.21,A,6.27,A,1.67,A,0.15,A,0.55,A,1.06,A
CF002,2,"GSWS01",2005,2005,8,P,0.22,A,7.78,A,67.55,A,34.62,A,2.43,A,10.75,A,0.040,A,0.036,A,0.017,A,0.003,D,0.15,A,0.13,A,0.06,D,0.02,D,,N,,N,0.016,A,0.058,A,3.66,A,0.54,A,7.83,A,1.49,A,0.17,A,0.58,A,1.09,A
CF002,2,"GSWS01",2005,2005,9,F,0.24,A,7.80,A,79.18,A,40.00,A,3.42,A,10.52,A,0.046,A,0.043,A,0.028,A,0.003,D,0.18,A,0.15,A,0.05,D,0.03,D,,N,,N,0.027,A,0.065,A,3.67,A,1.20,A,10.30,A,1.41,A,0.20,A,0.83,A,1.22,A
CF002,2,"GSWS01",2006,2005,10,F,1.20,E,7.78,A,55.07,A,27.37,A,11.24,A,9.68,A,0.041,A,0.028,A,0.018,A,0.013,D,0.19,A,0.13,A,0.07,D,0.06,D,,N,,N,0.019,A,0.035,A,3.21,A,0.45,A,6.79,A,1.25,A,0.21,A,1.05,A,1.87,A
CF002,2,"GSWS01",2006,2005,11,F,12.16,A,7.72,A,37.98,A,19.08,A,10.23,A,8.88,A,0.027,A,0.022,A,0.014,A,0.004,D,0.15,A,0.12,A,0.07,D,0.02,D,,N,,N,0.015,*,0.032,A,2.66,A,0.20,A,4.75,A,0.93,A,0.19,A,1.03,A,2.28,A
CF002,2,"GSWS01",2006,2005,12,P,37.11,A,7.37,A,35.09,A,17.08,A,120.04,A,8.68,A,0.090,Q,0.032,A,0.022,A,0.059,DQ,0.23,A,0.07,A,0.06,D,0.16,D,,N,,N,0.009,*,0.007,A,2.21,A,0.19,A,3.85,A,0.72,A,0.12,A,0.86,A,1.54,A
CF002,2,"GSWS01",2006,2006,1,P,52.84,A,7.30,A,32.88,A,16.29,A,150.21,A,8.55,A,0.106,Q,0.035,A,0.025,A,0.071,DQ,0.26,A,0.06,A,0.05,D*,0.21,D,,N,,N,0.008,*,0.003,*,2.06,A,0.21,A,3.59,A,0.66,A,0.09,A,0.69,A,1.38,A
CF002,2,"GSWS01",2006,2006,2,F,16.48,A,7.33,A,33.57,A,17.12,A,19.24,A,8.78,A,0.038,Q,0.032,A,0.021,A,0.006,DQ,0.06,A,0.05,A,0.04,D*,0.01,D,,N,,N,0.012,*,0.001,*,2.22,A,0.18,A,3.53,A,0.70,A,0.11,A,0.68,A,1.13,A
CF002,2,"GSWS01",2006,2006,3,F,11.87,A,7.40,A,35.55,A,17.58,A,65.21,A,8.85,A,0.040,A,0.030,A,0.019,A,0.011,D,0.11,A,0.04,A,0.03,D*,0.07,D,,N,,N,0.009,*,0.003,*,2.24,A,0.18,A,3.54,A,0.75,A,0.16,A,0.80,A,1.23,A
CF002,2,"GSWS01",2006,2006,4,F,7.18,A,7.46,A,39.10,A,19.21,A,44.89,A,9.02,A,0.046,A,0.030,A,0.018,A,0.016,D,0.11,A,0.07,A,0.05,D*,0.04,D,,N,,N,0.016,*,0.001,*,2.46,A,0.20,A,3.90,A,1.00,A,0.15,A,0.74,A,1.20,A
CF002,2,"GSWS01",2006,2006,5,P,2.48,A,7.50,A,44.98,A,22.42,A,117.82,A,9.48,A,0.063,A,0.036,A,0.020,A,0.027,D,0.17,A,0.08,A,0.04,D*,0.08,D,,N,,N,0.032,A,0.007,*,2.85,A,0.21,A,4.66,A,1.11,A,0.19,A,0.65,A,1.35,A
CF002,2,"GSWS01",2006,2006,6,P,2.23,A,7.53,A,47.95,A,23.79,A,26.51,A,9.69,A,0.059,A,0.035,A,0.020,A,0.025,D,0.21,A,0.10,A,0.07,D,0.10,D,,N,,N,0.025,A,0.011,A,2.94,A,0.22,A,5.13,A,1.23,A,0.20,A,0.63,A,1.54,A
CF002,2,"GSWS01",2006,2006,7,P,0.40,A,7.67,A,55.15,A,27.91,A,7.97,A,10.46,A,0.041,A,0.034,A,0.020,A,0.007,D,0.14,A,0.10,A,0.05,D,0.04,D,,N,,N,0.020,A,0.027,A,3.24,A,0.25,A,5.87,A,1.48,A,0.20,A,0.62,A,1.14,A
CF002,2,"GSWS01",2006,2006,8,P,0.14,A,7.60,A,60.80,A,30.29,A,4.08,A,10.76,A,0.039,A,0.033,A,0.020,A,0.006,D,0.18,A,0.15,A,0.05,D,0.03,D,,N,,N,0.019,A,0.079,A,3.61,A,0.28,A,6.54,A,1.98,A,0.19,A,0.56,A,0.97,A
CF002,2,"GSWS01",2006,2006,9,F,0.24,A,7.69,A,59.55,A,29.58,A,3.12,A,10.64,A,0.054,A,0.046,A,0.025,A,0.008,D,0.23,A,0.17,A,0.09,D,0.05,D,,N,,N,0.011,*,0.069,A,3.59,A,0.26,A,6.42,A,2.07,A,0.20,A,0.75,A,1.09,A
CF002,2,"GSWS01",2007,2006,10,F,0.67,A,7.65,A,54.30,A,26.66,A,5.26,A,10.15,A,0.043,A,0.038,A,0.017,A,0.005,D,0.15,A,0.12,A,0.06,D,0.04,D,,N,,N,0.009,*,0.045,A,3.33,A,0.24,A,5.99,A,1.81,A,0.23,A,0.93,A,1.49,A
CF002,2,"GSWS01",2007,2006,11,F,23.20,A,7.40,A,36.58,A,17.25,A,20.69,A,8.84,A,0.041,A,0.037,A,0.019,A,0.004,D,0.12,A,0.08,A,0.05,D,0.04,D,,N,,N,0.003,*,0.025,A,2.50,A,0.20,A,4.03,A,1.06,A,0.15,A,0.89,A,1.96,A
CF002,2,"GSWS01",2007,2006,12,F,30.65,A,7.34,A,33.75,A,16.17,A,99.28,A,8.93,A,0.053,A,0.039,A,0.023,A,0.014,D,0.10,A,0.07,A,0.05,D,0.03,D,,N,,N,0.010,*,0.012,A,2.26,A,0.19,A,3.56,A,0.91,A,0.12,A,0.90,A,1.28,A
CF002,2,"GSWS01",2007,2007,1,F,21.04,A,7.40,A,33.64,A,16.08,A,119.81,A,9.07,A,0.046,A,0.036,A,0.023,A,0.010,D,0.08,A,0.06,A,0.04,D,0.02,D,,N,,N,0.008,*,0.009,A,2.19,A,0.18,A,3.19,A,0.92,A,0.12,A,0.90,A,1.12,A
CF002,2,"GSWS01",2007,2007,2,F,19.66,A,7.46,A,33.89,A,16.33,A,6.00,A,8.72,A,0.034,A,0.031,A,0.020,A,0.002,D,0.07,A,0.05,A,0.03,D,0.02,D,,N,,N,0.006,*,0.014,A,2.15,A,0.23,A,3.37,A,1.01,A,0.14,A,0.80,A,1.00,A
CF002,2,"GSWS01",2007,2007,3,F,16.06,A,7.40,A,35.14,A,16.96,A,2.91,A,9.18,A,0.038,A,0.036,A,0.023,A,0.002,D,0.06,A,0.04,A,0.03,D*,0.02,D,,N,,N,0.003,*,0.007,A,2.21,A,0.18,A,3.55,A,0.91,A,0.13,A,0.80,A,1.03,A
CF002,2,"GSWS01",2007,2007,4,F,6.81,A,7.49,A,39.94,A,19.46,A,1.21,A,9.39,A,0.034,A,0.033,A,0.020,A,0.001,D,0.08,A,0.05,A,0.04,D*,0.03,D,,N,,N,0.004,*,0.011,A,2.47,A,0.19,A,4.52,A,0.91,A,0.16,A,0.70,A,1.11,A
CF002,2,"GSWS01",2007,2007,5,F,2.80,A,7.50,A,44.21,A,21.79,A,1.46,A,9.73,A,0.036,A,0.032,A,0.020,A,0.004,D,0.07,A,0.05,A,0.04,D*,0.02,D,,N,,N,0.003,*,0.009,A,2.68,A,0.20,A,4.68,A,1.00,A,0.18,A,0.69,A,1.11,A
CF002,2,"GSWS01",2007,2007,6,F,1.15,A,7.59,A,49.99,A,24.92,A,2.65,A,10.21,A,0.042,A,0.039,A,0.021,A,0.003,D,0.11,A,0.07,A,0.03,D*,0.04,D,,N,,N,0.017,*,0.020,A,2.93,A,0.21,A,5.42,A,1.06,A,0.21,A,0.63,A,0.98,A
CF002,2,"GSWS01",2007,2007,7,P,0.32,A,7.70,A,56.05,A,27.87,A,1.48,A,11.00,A,0.043,A,0.040,A,0.020,A,0.003,D,0.11,A,0.11,A,0.06,D,0.00,D,,N,,N,0.005,*,0.051,A,3.22,A,0.24,A,6.11,A,1.21,A,0.20,A,0.60,A,0.91,A
CF002,2,"GSWS01",2007,2007,8,P,0.16,A,7.70,A,59.24,A,29.50,A,3.24,A,11.08,A,0.047,A,0.043,A,0.026,A,0.004,D,0.20,A,0.16,A,0.06,D,0.04,D,,N,,N,0.017,*,0.084,A,3.42,A,0.27,A,6.56,A,1.29,A,0.17,A,0.59,A,1.01,A
CF002,2,"GSWS01",2007,2007,9,F,0.19,A,7.63,A,56.39,A,27.62,A,4.33,A,10.63,A,0.044,A,0.037,A,0.020,A,0.007,D,0.20,A,0.18,A,0.06,D,0.02,D,,N,,N,0.010,*,0.108,A,3.27,A,0.25,A,6.27,A,1.26,A,0.20,A,0.70,A,1.35,A
CF002,2,"GSWS01",2008,2007,10,F,5.56,A,7.51,A,45.79,A,21.79,A,7.18,A,9.62,A,0.037,A,0.031,A,0.016,A,0.007,D,0.18,A,0.13,A,0.06,D,0.06,D,,N,,N,0.013,*,0.052,A,2.74,A,0.22,A,5.10,A,1.04,A,0.20,A,0.92,A,2.12,A
CF002,2,"GSWS01",2008,2007,11,F,14.56,A,7.47,A,40.74,A,19.25,A,4.14,A,9.12,A,0.036,A,0.033,A,0.018,A,0.003,D,0.09,A,0.08,A,0.07,D*,0.01,D,,N,,N,0.005,*,0.009,A,2.53,A,0.20,A,4.57,A,0.81,A,0.18,A,0.92,A,1.80,A
CF002,2,"GSWS01",2008,2007,12,F,26.01,A,7.40,A,35.70,A,17.17,A,60.90,A,9.14,A,0.047,A,0.035,A,0.021,A,0.012,D,0.11,A,0.07,A,0.05,D*,0.04,D,,N,,N,0.004,*,0.015,A,2.29,A,0.17,A,3.90,A,0.68,A,0.13,A,0.87,A,1.40,A
CF002,2,"GSWS01",2008,2008,1,F,26.22,A,7.38,A,33.55,A,15.96,A,12.50,A,9.01,A,0.040,A,0.035,A,0.024,A,0.005,D,0.08,A,0.06,A,0.05,D*,0.02,D,,N,,N,0.002,*,0.011,A,2.17,A,0.17,A,3.59,A,0.68,A,0.13,A,0.90,A,1.14,A
CF002,2,"GSWS01",2008,2008,2,F,26.43,A,7.30,A,33.36,A,15.46,A,8.75,A,8.58,A,0.040,A,0.040,A,0.025,A,0.001,D,0.07,A,0.06,A,0.04,D*,0.01,D,,N,,N,0.004,*,0.014,A,2.15,A,0.17,A,3.61,A,0.67,A,0.12,A,0.88,A,1.01,A
CF002,2,"GSWS01",2008,2008,3,F,27.96,A,7.38,A,34.18,A,16.79,A,33.47,A,8.51,A,0.045,A,0.039,A,0.024,A,0.006,D,0.08,A,0.06,A,0.03,D*,0.02,D,,N,,N,0.012,*,0.017,A,2.18,A,0.18,A,3.71,A,0.72,A,0.11,A,0.80,A,1.01,A
CF002,2,"GSWS01",2008,2008,4,F,14.15,A,7.40,A,36.51,A,18.54,A,76.44,A,8.70,A,0.055,A,0.043,A,0.026,A,0.012,D,0.12,A,0.08,A,0.04,D,0.04,D,,N,,N,0.024,A,0.017,A,2.36,A,0.18,A,4.05,A,0.76,A,0.14,A,0.76,A,1.10,A
CF002,2,"GSWS01",2008,2008,5,F,5.95,A,7.51,A,40.45,A,20.67,A,7.56,A,8.91,A,0.044,A,0.039,A,0.024,A,0.004,D,0.12,A,0.09,A,0.04,D,0.03,D,,N,,N,0.031,A,0.020,A,2.57,A,0.20,A,4.46,A,0.90,A,0.14,A,0.70,A,1.01,A
CF002,2,"GSWS01",2008,2008,6,F,3.91,A,7.62,A,44.58,A,22.83,A,3.09,A,9.06,A,0.048,A,0.039,A,0.020,A,0.009,D,0.11,A,0.10,A,0.05,D,0.01,D,,N,,N,0.020,A,0.025,A,2.70,A,0.19,A,4.95,A,1.05,A,0.18,A,0.64,A,1.17,A
CF002,2,"GSWS01",2008,2008,7,P,0.84,A,7.70,A,49.83,A,26.16,A,12.18,A,9.92,A,0.049,A,0.039,A,0.017,A,0.009,D,0.14,A,0.09,A,0.05,D*,0.05,D,,N,,N,0.012,*,0.031,A,3.04,A,0.22,A,5.60,A,1.19,A,0.18,A,0.61,A,0.96,A
CF002,2,"GSWS01",2008,2008,8,P,0.35,A,7.75,A,55.34,A,29.00,A,4.68,A,10.17,A,0.045,A,0.040,A,0.018,A,0.005,D,0.18,A,0.14,A,0.07,D*,0.04,D,,N,,N,0.013,*,0.057,A,3.30,A,0.24,A,6.18,A,1.33,A,0.18,A,0.72,A,1.04,A
CF002,2,"GSWS01",2008,2008,9,F,0.21,A,7.75,A,55.41,A,28.41,A,2.73,A,10.08,A,0.045,A,0.039,A,0.015,A,0.005,D,0.16,A,0.13,A,0.07,D*,0.03,D,,N,,N,0.009,*,0.054,A,3.33,A,0.23,A,6.18,A,1.24,A,0.19,A,0.76,A,0.97,A
CF002,2,"GSWS01",2009,2008,10,F,0.91,A,7.67,A,47.12,A,25.96,A,11.93,A,9.42,A,0.044,A,0.035,A,0.016,A,0.009,D,0.19,A,0.13,A,0.07,D*,0.06,D,,N,,N,0.008,*,0.055,A,3.23,A,0.22,A,5.69,A,1.24,A,0.23,A,0.85,A,1.66,A
CF002,2,"GSWS01",2009,2008,11,F,9.18,A,7.60,A,44.44,A,22.25,A,16.84,A,8.42,A,0.040,A,0.036,A,0.016,A,0.004,D,0.13,A,0.09,A,0.06,D*,0.03,D,,N,,N,0.009,*,0.022,A,2.79,A,0.21,A,4.93,A,1.00,A,0.21,A,0.90,A,1.92,A
CF002,2,"GSWS01",2009,2008,12,F,23.25,A,7.43,A,31.35,A,15.67,A,77.05,A,8.00,A,0.089,A,0.038,A,0.021,A,0.051,D,0.22,A,0.06,A,0.05,D*,0.16,D,,N,,N,0.007,*,0.008,A,2.11,A,0.21,A,3.48,A,0.61,A,0.13,A,0.87,A,1.44,A
CF002,2,"GSWS01",2009,2009,1,F,37.11,A,7.41,A,30.36,A,15.29,A,77.70,A,8.01,A,0.089,A,0.039,A,0.021,A,0.050,D,0.22,A,0.06,A,0.05,D*,0.16,D,,N,,N,0.007,*,0.006,A,2.07,A,0.22,A,3.36,A,0.59,A,0.12,A,0.86,A,1.37,A
CF002,2,"GSWS01",2009,2009,2,F,8.61,A,7.46,A,38.01,A,19.17,A,291.86,A,8.35,A,0.080,A,0.055,A,0.032,A,0.026,D,0.62,A,0.07,I,0.06,ID*,0.02,ID,,N,,N,0.007,I*,0.010,A,2.42,A,0.26,A,3.91,A,0.78,A,0.20,A,0.78,A,1.72,A
CF002,2,"GSWS01",2009,2009,3,P,20.62,A,7.50,A,34.20,A,17.54,A,52.70,A,8.43,A,0.038,A,0.034,A,0.021,A,0.004,D,0.08,A,0.06,A,0.06,D*,0.02,D,,N,,N,0.005,*,0.003,*,2.24,A,0.18,A,3.70,A,0.74,A,0.13,A,0.73,A,1.37,A
CF002,2,"GSWS01",2009,2009,4,P,11.63,A,7.54,A,36.19,A,18.37,A,3.26,A,8.54,A,0.038,A,0.036,A,0.024,A,0.001,D,0.08,A,0.06,A,0.05,D*,0.01,D,,N,,N,0.014,*,0.001,*,2.29,A,0.18,A,3.94,A,0.78,A,0.13,A,0.72,A,1.25,A
CF002,2,"GSWS01",2009,2009,5,F,9.96,A,7.60,A,39.65,A,20.83,A,37.73,A,8.60,A,0.043,A,0.036,A,0.023,A,0.007,D,0.10,A,0.08,A,0.06,D,0.02,D,,N,,N,0.021,A,0.004,A,2.43,A,0.20,A,4.31,A,0.86,A,0.14,A,0.67,A,1.31,A
CF002,2,"GSWS01",2009,2009,6,F,1.78,A,7.67,A,46.83,A,24.54,A,27.78,A,9.44,A,0.040,A,0.036,A,0.021,A,0.004,D,0.10,A,0.08,A,0.06,D*,0.02,D,,N,,N,0.013,*,0.009,A,2.85,A,0.22,A,5.13,A,1.00,A,0.18,A,0.62,A,1.15,A
CF002,2,"GSWS01",2009,2009,7,P,0.46,A,7.72,A,52.52,A,27.50,A,3.37,A,9.97,A,0.037,A,0.038,A,0.020,A,0.000,D,0.09,A,0.08,A,0.06,D*,0.01,D,,N,,N,0.006,*,0.025,A,3.29,A,0.25,A,5.70,A,1.11,A,0.20,A,0.68,A,1.07,A
CF002,2,"GSWS01",2009,2009,8,P,0.21,A,7.80,A,57.83,A,28.83,A,2.33,A,10.26,A,0.038,A,0.038,A,0.022,A,0.000,D,0.11,A,0.11,A,0.05,D,0.00,D,,N,,N,0.013,A,0.046,A,4.02,A,0.29,A,6.01,A,1.12,A,0.21,A,0.94,A,1.01,A
CF002,2,"GSWS01",2009,2009,9,F,0.30,A,7.75,A,56.96,A,29.12,A,0.92,A,10.07,A,0.036,A,0.034,A,0.021,A,0.002,D,0.10,A,0.10,A,0.05,D*,0.00,D,,N,,N,0.011,*,0.042,A,3.51,A,0.26,A,6.25,A,1.23,A,0.22,A,0.72,A,0.94,A
CF002,2,"GSWS01",2010,2009,10,P,1.75,I,7.70,I,51.09,I,24.27,I,3.64,I,9.18,I,0.039,I,0.036,I,0.022,I,0.004,ID,0.19,I,0.18,I,0.08,ID,0.01,ID,,N,,N,0.016,I,0.080,I,3.04,I,0.24,I,5.50,I,0.94,I,0.26,I,1.05,I,2.32,I
CF002,2,"GSWS01",2010,2009,11,F,8.93,A,7.50,A,39.84,A,18.48,A,53.12,A,8.23,A,0.034,A,0.030,A,0.016,A,0.004,D,0.11,A,0.11,A,0.08,D*,0.00,D,,N,,N,0.005,*,0.028,A,2.57,A,0.19,A,4.23,A,0.70,A,0.22,A,1.18,A,2.27,A
CF002,2,"GSWS01",2010,2009,12,F,12.61,A,7.41,A,34.14,A,16.18,A,13.56,A,8.17,A,0.046,A,0.039,A,0.020,A,0.007,D,0.10,A,0.09,A,0.06,D*,0.02,D,,N,,N,0.011,*,0.018,A,2.17,A,0.19,A,3.67,A,0.56,A,0.16,A,1.06,A,1.62,A
