STCODE,ENTITY,SITECODE,WATERYEAR,YEAR,MONTH,TYPE,Q_AREA_MO,QCODE_MO,PH_MO,PHCODE_MO,COND_MO,CONDCODE_MO,ALK_MO,ALKCODE_MO,SSED_MO,SSEDCODE_MO,SI_MO,SICODE_MO,UTP_MO,UTPCODE_MO,TDP_MO,TDPCODE_MO,PO4P_MO,PO4PCODE_MO,PARTP_MO,PARTPCODE_MO,UTN_MO,UTNCODE_MO,TDN_MO,TDNCODE_MO,DON_MO,DONCODE_MO,PARTN_MO,PARTNCODE_MO,UTKN_MO,UTKNCODE_MO,TKN_MO,TKNCODE_MO,NH3N_MO,NH3NCODE_MO,NO3N_MO,NO3NCODE_MO,NA_MO,NACODE_MO,K_MO,KCODE_MO,CA_MO,CACODE_MO,MG_MO,MGCODE_MO,SO4S_MO,SO4SCODE_MO,CL_MO,CLCODE_MO,DOC_MO,DOCCODE_MO 
CF002,2,"GSWS10",1977,1977,4,F,5.07,E,7.40,A,43.09,A,19.71,A,1.24,A,6.47,Q,0.066,A,0.047,A,0.037,A,0.019,D,,N,0.09,D,,N,,N,,N,0.06,A,,N,0.032,A,2.17,A,0.32,A,4.26,A,0.89,A,,N,,N,,N
CF002,2,"GSWS10",1977,1977,5,F,9.60,A,7.54,A,46.43,A,22.33,A,1.39,A,6.81,Q,0.077,A,0.047,A,0.026,A,0.030,D,,N,0.10,D,,N,,N,,N,0.07,A,,N,0.032,A,2.12,A,0.25,A,4.65,A,0.87,A,,N,,N,,N
CF002,2,"GSWS10",1977,1977,6,F,3.48,A,7.30,A,51.01,A,23.71,A,1.34,A,6.49,Q,0.052,A,0.036,A,0.029,A,0.016,D,,N,0.09,D,,N,,N,,N,0.07,A,,N,0.018,A,2.38,A,0.28,A,5.53,A,0.99,A,,N,,N,,N
CF002,2,"GSWS10",1977,1977,7,F,1.32,E,7.49,A,60.61,A,27.71,A,0.83,A,8.34,Q,0.057,A,0.046,A,0.032,A,0.011,D,,N,0.09,D,,N,,N,,N,0.08,A,,N,0.009,A,2.81,A,0.37,A,6.49,A,1.19,A,,N,,N,,N
CF002,2,"GSWS10",1977,1977,8,G,0.93,E,7.60,A,67.23,A,30.25,A,0.34,A,7.76,Q,0.062,A,0.056,A,0.026,A,0.006,D,,N,0.08,D,,N,,N,,N,0.06,A,,N,0.017,A,3.15,A,0.44,A,7.20,A,1.34,A,,N,,N,,N
CF002,2,"GSWS10",1977,1977,9,G,2.23,E,7.60,A,63.69,A,27.16,A,3.42,A,7.31,Q,0.110,A,0.073,A,0.029,A,0.038,D,,N,0.13,D,,N,,N,,N,0.08,A,,N,0.051,A,2.91,A,0.34,A,6.82,A,1.26,A,,N,,N,,N
CF002,2,"GSWS10",1978,1977,10,F,5.20,A,7.43,A,47.18,A,21.67,A,6.81,A,8.66,Q,0.066,A,0.060,A,0.035,A,0.006,D,,N,0.16,D,,N,,N,,N,0.10,A,,N,0.057,A,2.51,A,0.33,A,4.77,A,1.05,A,,N,,N,,N
CF002,2,"GSWS10",1978,1977,11,F,44.04,A,7.27,A,34.17,A,15.12,A,112.50,A,7.69,Q,0.090,A,0.063,A,0.033,A,0.027,D,,N,0.17,D,,N,,N,,N,0.09,A,,N,0.081,A,1.92,A,0.32,A,2.99,A,0.73,A,,N,,N,,N
CF002,2,"GSWS10",1978,1977,12,F,62.71,A,6.95,A,29.44,A,14.25,A,38.89,A,5.18,Q,0.076,A,0.059,A,0.039,A,0.017,D,,N,0.09,D,,N,,N,,N,0.06,A,,N,0.027,A,1.82,A,0.31,A,2.83,A,0.72,A,,N,,N,,N
CF002,2,"GSWS10",1978,1978,1,F,23.63,A,7.30,A,35.27,A,16.12,A,1.75,A,4.82,Q,0.067,A,0.053,A,0.032,A,0.014,D,,N,0.08,D,,N,,N,,N,0.06,A,,N,0.021,A,2.03,A,0.28,A,3.16,A,0.80,A,,N,,N,,N
CF002,2,"GSWS10",1978,1978,2,F,17.17,A,6.92,A,36.57,A,15.83,A,3.00,A,1.04,Q,0.063,A,0.050,A,0.040,A,0.013,D,,N,0.07,D,,N,,N,,N,0.03,A,,N,0.035,A,2.04,A,0.27,A,3.30,A,0.82,A,,N,,N,,N
CF002,2,"GSWS10",1978,1978,3,F,5.50,A,7.30,A,42.84,A,19.33,A,2.99,A,4.55,Q,0.051,A,0.036,A,0.027,A,0.015,D,,N,0.11,D,,N,,N,,N,0.09,A,,N,0.019,A,2.38,A,0.29,A,3.75,A,0.94,A,,N,,N,,N
CF002,2,"GSWS10",1978,1978,4,F,9.57,A,7.31,A,40.45,A,18.67,A,3.01,A,6.06,Q,0.087,A,0.062,A,0.032,A,0.025,D,,N,0.10,D,,N,,N,,N,0.07,A,,N,0.027,A,2.39,A,0.32,A,3.58,A,0.91,A,,N,,N,,N
CF002,2,"GSWS10",1978,1978,5,F,7.46,A,7.40,A,43.72,A,19.71,A,2.21,A,8.63,Q,0.078,A,0.069,A,0.037,A,0.009,D,,N,0.12,D,,N,,N,,N,0.09,A,,N,0.028,A,2.47,A,0.26,A,4.06,A,1.07,A,,N,,N,,N
CF002,2,"GSWS10",1978,1978,6,F,2.38,A,7.48,E,50.33,A,23.12,A,0.91,A,8.61,Q,0.067,A,0.055,A,0.033,A,0.012,D,0.10,ID,0.10,D,,N,0.02,ID,0.09,I,0.09,A,,N,0.016,A,2.96,A,0.29,A,4.81,A,1.24,A,,N,,N,,N
CF002,2,"GSWS10",1978,1978,7,F,1.30,A,7.50,E,60.41,A,26.29,A,0.29,A,8.36,Q,0.088,A,0.074,A,0.030,A,0.015,D,0.07,D,0.07,D,,N,0.00,D,0.06,A,0.06,A,,N,0.011,A,3.38,A,0.33,A,5.40,A,1.35,A,,N,,N,,N
CF002,2,"GSWS10",1978,1978,8,F,1.09,A,6.88,A,70.03,A,20.87,A,1.11,A,8.85,Q,0.114,A,0.080,A,0.029,A,0.034,D,0.08,D,0.08,D,,N,0.00,D,0.06,A,0.06,A,,N,0.010,A,3.59,A,0.41,A,5.74,A,1.42,A,,N,,N,,N
CF002,2,"GSWS10",1978,1978,9,F,2.55,A,7.42,A,62.80,I,26.16,A,1.32,A,8.77,Q,0.066,E,0.065,A,0.028,A,0.003,DE,0.16,D,0.15,D,0.04,ID,0.01,D,0.13,A,0.12,A,0.008,I,0.025,A,3.24,A,0.66,A,5.68,A,1.36,A,0.20,I,2.37,I,,N
CF002,2,"GSWS10",1979,1978,10,F,0.81,E,7.60,A,,N,27.25,A,3.08,A,8.21,Q,0.056,E,0.044,A,0.031,A,0.012,DE,0.12,D,0.09,D,0.05,D,0.02,D,0.09,A,0.07,A,0.013,A,0.028,A,2.98,A,0.73,A,6.64,A,1.33,A,0.23,A,2.81,A,,N
CF002,2,"GSWS10",1979,1978,11,F,9.16,A,7.23,A,,N,17.00,A,7.50,A,5.13,Q,0.070,A,0.059,A,0.040,A,0.011,D,0.24,D,0.19,D,0.04,ID,0.04,D,0.15,A,0.11,A,0.052,I,0.083,A,1.90,A,0.52,A,4.45,A,0.82,A,0.26,A,1.56,A,,N
CF002,2,"GSWS10",1979,1978,12,F,26.97,A,7.28,A,,N,15.79,A,5.68,A,4.86,Q,0.063,A,0.054,A,0.038,A,0.009,D,0.19,D,0.15,D,0.03,D,0.04,D,0.12,A,0.08,A,0.045,A,0.071,A,1.69,A,0.49,A,3.88,A,0.71,A,0.23,A,1.29,A,,N
CF002,2,"GSWS10",1979,1979,1,F,11.13,A,7.31,A,,N,15.46,A,7.19,A,5.94,Q,0.074,A,0.046,A,0.038,A,0.027,D,0.11,D,0.10,D,0.05,D,0.02,D,0.07,A,0.05,A,0.007,A,0.044,A,1.71,A,0.48,A,3.81,A,0.73,A,0.14,A,1.35,A,,N
CF002,2,"GSWS10",1979,1979,2,F,38.22,A,7.30,A,,N,13.92,A,32.27,A,6.38,Q,0.060,A,0.050,A,0.041,A,0.011,D,0.12,D,0.07,D,0.05,D,0.05,D,0.11,A,0.06,A,0.009,A,0.020,A,1.57,A,0.49,A,3.48,A,0.66,A,0.19,A,0.99,A,,N
CF002,2,"GSWS10",1979,1979,3,F,17.66,A,7.19,A,,N,15.92,A,1.29,A,5.90,Q,0.056,A,0.049,A,0.038,A,0.007,D,0.08,D,0.08,D,0.04,D,0.00,D,0.05,A,0.05,A,0.010,A,0.031,A,1.64,A,0.43,A,3.60,A,0.71,A,0.26,A,0.86,A,,N
CF002,2,"GSWS10",1979,1979,4,F,17.48,A,7.37,A,,N,15.71,A,1.91,A,8.32,Q,0.061,A,0.055,A,0.037,A,0.006,D,0.08,D,0.06,D,0.03,D,0.02,D,0.06,A,0.04,A,0.007,A,0.020,A,1.64,A,0.25,A,3.53,A,0.73,A,0.27,A,0.93,A,,N
CF002,2,"GSWS10",1979,1979,5,F,10.93,A,7.37,A,,N,18.37,A,1.57,A,9.31,Q,0.076,A,0.060,A,0.040,A,0.016,D,0.09,D,0.07,D,0.05,D,0.02,D,0.07,A,0.06,A,0.010,A,0.016,A,1.87,A,0.28,A,4.11,A,0.85,A,0.32,A,1.19,A,,N
CF002,2,"GSWS10",1979,1979,6,F,1.67,A,7.60,A,,N,22.92,A,0.95,A,9.85,Q,0.070,A,0.055,A,0.033,A,0.015,D,0.08,D,0.07,D,0.04,D,0.01,D,0.07,A,0.06,A,0.014,A,0.009,A,2.61,A,0.34,A,5.53,A,1.07,A,0.39,A,1.74,A,,N
CF002,2,"GSWS10",1979,1979,7,F,0.92,A,7.54,A,,N,24.96,A,0.69,A,9.72,Q,0.080,A,0.062,A,0.039,A,0.018,D,0.10,D,0.09,D,0.05,D,0.01,D,0.09,A,0.08,A,0.029,A,0.008,A,2.95,A,0.38,A,6.14,A,1.20,A,0.38,A,2.26,A,,N
CF002,2,"GSWS10",1979,1979,8,G,0.57,E,7.47,A,,N,26.58,A,0.10,A,9.32,Q,0.056,A,0.046,A,0.032,A,0.010,D,0.06,D,0.04,D,0.01,D,0.02,D,0.05,A,0.03,A,0.020,A,0.005,A,3.21,A,0.38,A,6.74,A,1.35,A,0.39,A,3.13,A,,N
CF002,2,"GSWS10",1979,1979,9,F,0.55,A,7.45,A,,N,25.96,A,0.34,A,10.47,Q,0.049,A,0.047,A,0.033,A,0.003,D,0.06,D,0.04,D,0.02,D,0.01,D,0.05,A,0.04,A,0.019,A,0.004,A,3.25,A,0.40,A,7.04,A,1.43,A,0.32,A,3.82,A,,N
CF002,2,"GSWS10",1980,1979,10,F,4.90,E,7.25,A,,N,22.25,A,1.84,A,9.09,Q,0.068,A,0.066,A,0.033,A,0.002,D,0.10,D,0.09,D,0.06,D,0.01,D,0.08,A,0.07,A,0.011,A,0.020,A,3.14,A,0.41,E,5.60,A,1.37,A,,N,,N,,N
CF002,2,"GSWS10",1980,1979,11,F,15.54,A,7.12,A,,N,18.21,A,5.52,A,8.08,Q,0.072,A,0.061,A,0.035,A,0.011,D,0.12,D,0.10,D,0.07,D,0.03,D,0.10,A,0.08,A,0.012,A,0.024,A,2.17,A,0.36,A,3.65,A,0.89,A,,N,,N,,N
CF002,2,"GSWS10",1980,1979,12,F,20.53,A,7.16,A,,N,18.37,A,3.94,A,8.85,Q,0.067,A,0.050,A,0.031,A,0.016,D,0.10,D,0.07,D,0.04,D,0.03,D,0.08,A,0.05,A,0.013,A,0.019,A,2.07,A,0.37,A,3.34,A,0.83,A,,N,,N,,N
CF002,2,"GSWS10",1980,1980,1,F,36.58,A,7.01,A,,N,16.50,A,18.31,A,7.60,Q,0.076,A,0.062,A,0.036,A,0.014,D,0.14,D,0.07,D,0.04,D,0.07,D,0.12,A,0.05,A,0.006,A,0.017,A,1.87,A,0.38,A,2.99,A,0.76,A,,N,,N,,N
CF002,2,"GSWS10",1980,1980,2,F,14.30,A,7.18,A,,N,19.42,A,1.24,A,9.25,Q,0.058,A,0.050,A,0.035,A,0.009,D,0.06,D,0.05,D,0.03,D,0.00,D,0.05,A,0.04,A,0.006,A,0.009,A,2.12,A,0.33,A,3.29,A,0.85,A,,N,,N,,N
CF002,2,"GSWS10",1980,1980,3,F,19.78,A,7.34,A,,N,20.46,A,1.74,A,8.64,Q,0.051,A,0.044,A,0.032,A,0.007,D,0.06,D,0.05,D,0.03,D,0.01,D,0.05,A,0.04,A,0.016,A,0.009,A,2.10,A,0.35,A,3.34,A,0.86,A,,N,,N,,N
CF002,2,"GSWS10",1980,1980,4,F,11.65,A,7.40,A,,N,19.08,A,1.19,A,8.29,Q,0.052,A,0.051,A,0.037,A,0.002,D,0.06,D,0.05,D,0.03,D,0.01,D,0.05,A,0.04,A,0.009,A,0.008,A,2.26,A,0.37,A,3.63,A,0.95,A,,N,,N,,N
CF002,2,"GSWS10",1980,1980,5,G,2.89,A,7.20,A,,N,23.54,A,0.94,A,10.47,Q,0.066,A,0.063,A,0.039,A,0.004,D,0.07,D,0.06,D,0.04,D,0.01,D,0.07,A,0.06,A,0.026,A,0.002,A,2.64,A,0.25,A,4.85,A,1.24,A,,N,,N,,N
CF002,2,"GSWS10",1980,1980,6,G,2.37,A,7.42,A,,N,26.08,A,0.98,A,11.13,Q,0.056,A,0.055,A,0.034,A,0.002,D,0.05,D,0.04,D,0.03,D,0.01,D,0.05,A,0.04,A,0.011,A,0.002,A,2.89,A,0.26,A,5.18,A,1.35,A,,N,,N,,N
CF002,2,"GSWS10",1980,1980,7,G,1.03,A,7.51,A,,N,28.12,A,2.89,A,10.18,Q,0.066,A,0.060,A,0.042,A,0.006,D,0.05,D,0.04,D,0.03,D,0.01,D,0.05,A,0.04,A,0.011,A,0.003,A,3.29,A,0.48,A,5.58,A,1.48,A,,N,,N,,N
CF002,2,"GSWS10",1980,1980,8,G,0.50,A,7.57,A,,N,28.91,A,1.74,A,8.73,Q,0.052,A,0.044,A,0.028,A,0.008,D,0.06,D,0.05,D,0.04,D,0.02,D,0.06,A,0.05,A,0.009,A,0.002,A,3.52,A,0.32,A,6.09,A,1.43,A,,N,,N,,N
CF002,2,"GSWS10",1980,1980,9,G,0.26,A,7.42,A,72.10,I,27.25,A,1.15,A,9.23,Q,0.064,A,0.051,A,0.031,A,0.014,D,0.05,DE,0.04,DE,0.03,DE,0.01,DE,0.05,E,0.04,E,0.018,A,0.001,A,3.70,A,0.33,A,6.30,A,1.52,A,,N,,N,,N
CF002,2,"GSWS10",1981,1980,10,F,0.59,A,7.32,A,67.80,A,25.58,A,1.32,A,9.06,Q,0.059,A,0.051,A,0.037,A,0.008,D,0.05,DE,0.04,DE,0.03,DE,0.01,DE,0.05,E,0.04,E,0.026,A,0.002,A,3.52,A,0.30,A,6.27,A,1.69,A,,N,,N,,N
CF002,2,"GSWS10",1981,1980,11,F,12.15,A,7.04,A,38.87,A,21.87,A,4.08,A,8.38,Q,0.063,A,0.047,A,0.032,A,0.016,D,0.10,D,0.07,D,0.06,D,0.02,D,0.09,A,0.06,A,0.005,A,0.009,A,2.15,A,0.28,A,3.95,A,1.00,A,,N,,N,,N
CF002,2,"GSWS10",1981,1980,12,F,44.68,A,7.10,A,33.51,A,18.62,A,5.56,A,8.41,Q,0.066,A,0.060,A,0.035,A,0.006,D,0.10,D,0.05,D,0.04,D,0.04,D,0.09,A,0.04,A,0.006,A,0.010,A,1.71,A,0.23,A,3.14,A,0.81,A,,N,,N,,N
CF002,2,"GSWS10",1981,1981,1,F,8.01,A,7.10,A,38.13,A,21.50,A,3.45,A,9.02,Q,0.072,A,0.067,A,0.032,A,0.005,D,0.07,D,0.05,DE,0.03,DE,0.03,DE,0.06,A,0.04,E,0.008,A,0.008,A,2.05,A,0.28,A,3.51,A,0.96,A,,N,,N,,N
CF002,2,"GSWS10",1981,1981,2,F,26.61,A,7.15,A,35.16,A,19.62,A,3.91,A,8.64,Q,0.078,A,0.061,A,0.035,A,0.018,D,0.07,D,0.05,DE,0.03,DE,0.02,DE,0.06,A,0.04,E,0.012,A,0.008,A,1.95,A,0.29,A,3.24,A,0.88,A,,N,,N,,N
CF002,2,"GSWS10",1981,1981,3,P,10.94,A,7.38,A,41.90,A,24.08,A,1.94,A,11.95,Q,0.059,A,0.053,A,0.037,A,0.006,D,0.11,D,0.10,DE,0.05,DE,0.01,DE,0.10,A,0.09,E,0.033,A,0.007,A,2.38,A,0.28,A,3.89,A,1.07,A,,N,,N,,N
CF002,2,"GSWS10",1981,1981,4,P,14.33,A,7.47,A,35.51,A,21.33,A,1.22,A,11.81,Q,0.060,A,0.062,A,0.034,A,0.000,D,0.07,D,0.05,D,0.04,D,0.01,D,0.06,A,0.05,A,0.014,A,0.003,A,2.10,A,0.26,A,3.42,A,0.95,A,,N,,N,,N
CF002,2,"GSWS10",1981,1981,5,F,4.72,A,7.56,A,44.95,A,24.17,A,1.02,A,8.99,Q,0.059,A,0.037,A,0.032,A,0.022,D,0.06,D,0.05,D,0.05,D,0.01,D,0.06,A,0.05,A,0.005,A,0.003,A,2.55,A,0.30,A,4.29,A,1.20,A,,N,,N,,N
CF002,2,"GSWS10",1981,1981,6,F,9.98,A,7.50,A,43.57,A,23.33,A,3.35,A,9.97,Q,0.070,A,0.055,A,0.031,A,0.015,D,0.07,D,0.07,D,0.07,D,0.00,D,0.07,A,0.07,A,0.003,A,0.003,A,2.42,A,0.31,A,4.14,A,1.15,A,,N,,N,,N
CF002,2,"GSWS10",1981,1981,7,F,1.96,A,7.50,A,56.11,A,27.66,A,1.86,A,8.46,Q,0.089,A,0.077,A,0.042,A,0.012,D,0.06,DE,0.05,DE,0.02,DE,0.01,DE,0.06,E,0.05,E,0.087,A,0.003,A,3.04,A,0.35,A,5.12,A,1.46,A,,N,,N,,N
CF002,2,"GSWS10",1981,1981,8,F,0.76,A,7.64,A,62.69,A,31.25,A,2.28,A,10.49,Q,0.087,A,0.076,A,0.039,A,0.011,D,0.07,DE,0.06,DE,0.05,DE,0.01,DE,0.07,E,0.06,E,0.033,A,0.004,A,3.45,A,0.34,A,6.33,A,1.64,A,,N,,N,,N
CF002,2,"GSWS10",1981,1981,9,F,1.03,A,7.62,A,62.94,A,28.37,A,2.14,A,9.30,Q,0.068,A,0.061,A,0.035,A,0.007,D,0.08,D,0.06,D,0.05,D,0.02,D,0.08,A,0.06,A,0.010,A,0.003,A,3.38,A,0.34,A,6.52,A,1.66,A,,N,,N,,N
CF002,2,"GSWS10",1982,1981,10,F,4.38,A,7.50,A,48.59,A,21.29,A,1.63,A,9.32,Q,0.059,A,0.042,A,0.031,A,0.017,D,0.08,D,0.06,D,0.05,D,0.01,D,0.07,A,0.06,A,0.009,A,0.003,A,2.67,A,0.30,A,5.18,A,1.33,A,,N,,N,,N
CF002,2,"GSWS10",1982,1981,11,F,19.93,A,7.01,A,27.05,A,15.17,A,10.23,A,8.60,Q,0.085,A,0.072,A,0.037,A,0.013,D,0.10,D,0.06,D,0.05,D,0.05,D,0.10,A,0.05,A,0.002,A,0.003,A,2.19,A,0.27,A,3.32,A,0.89,A,,N,,N,,N
CF002,2,"GSWS10",1982,1981,12,F,66.89,A,6.92,A,27.02,A,13.71,A,6.46,A,7.55,Q,0.097,I,0.077,A,0.038,A,0.014,ID,0.09,ID,0.06,D,0.05,D,0.04,ID,0.09,I,0.05,A,0.002,A,0.004,A,1.92,A,0.26,A,3.05,A,0.77,A,,N,,N,,N
CF002,2,"GSWS10",1982,1982,1,F,34.89,A,7.27,A,29.87,A,14.46,A,6.81,A,7.49,Q,0.068,A,0.057,A,0.039,A,0.013,D,0.07,D,0.05,D,0.03,D,0.03,D,0.07,A,0.04,A,0.007,A,0.007,A,1.85,A,0.23,A,3.02,A,0.76,A,,N,,N,,N
CF002,2,"GSWS10",1982,1982,2,F,42.26,A,7.15,A,29.16,A,13.67,A,14.00,A,6.37,Q,0.071,A,0.055,A,0.037,A,0.017,D,0.07,D,0.04,D,0.02,D,0.03,D,0.06,A,0.03,A,0.007,A,0.007,A,1.80,A,0.24,A,2.96,A,0.72,A,,N,,N,,N
CF002,2,"GSWS10",1982,1982,3,F,14.71,A,7.27,A,33.15,A,15.46,A,13.69,A,5.22,Q,0.068,A,0.056,A,0.042,I,0.012,D,0.09,D,0.06,D,0.04,D,0.02,D,0.08,A,0.06,A,0.017,A,0.005,A,2.01,A,0.25,A,3.22,A,0.82,A,,N,,N,,N
CF002,2,"GSWS10",1982,1982,4,F,18.78,A,7.21,A,32.04,A,14.87,A,4.53,A,7.71,Q,0.071,A,0.060,A,,N,0.011,D,0.06,D,0.05,D,0.04,ID,0.01,D,0.06,A,0.05,A,0.006,I,0.003,A,1.88,A,0.22,A,2.97,A,0.78,A,,N,,N,,N
CF002,2,"GSWS10",1982,1982,5,F,2.66,A,7.35,A,45.50,A,20.21,A,11.13,A,6.34,Q,0.073,A,0.058,A,,N,0.016,D,0.06,D,0.05,D,0.05,ID,0.01,D,0.06,A,0.05,A,0.006,I,0.000,A,2.57,A,0.29,A,4.19,A,1.10,A,,N,,N,,N
CF002,2,"GSWS10",1982,1982,6,F,1.32,A,7.45,A,54.79,A,24.17,A,10.16,A,7.75,Q,0.092,A,0.072,A,,N,0.021,D,0.06,D,0.04,D,0.03,D,0.02,D,0.06,A,0.04,A,0.003,A,0.002,A,3.54,A,0.30,A,5.39,A,1.38,A,,N,,N,,N
CF002,2,"GSWS10",1982,1982,7,F,0.75,A,7.50,A,54.88,A,27.08,A,3.19,A,9.94,Q,0.074,A,0.066,A,,N,0.010,D,0.05,D,0.04,D,0.03,D,0.00,D,0.05,A,0.04,A,0.011,A,0.001,A,4.33,A,0.31,A,6.18,A,1.56,A,,N,,N,,N
CF002,2,"GSWS10",1982,1982,8,F,0.43,A,7.53,A,73.11,A,28.16,A,18.56,A,5.60,Q,0.067,A,0.053,A,,N,0.015,D,0.05,D,0.05,D,0.00,D,0.00,D,0.05,A,0.05,A,0.044,A,0.001,A,4.05,A,0.51,A,6.69,A,1.69,A,,N,,N,,N
CF002,2,"GSWS10",1982,1982,9,F,0.63,A,7.51,A,71.55,A,26.75,A,11.17,A,6.90,Q,0.052,A,0.045,A,,N,0.008,D,0.07,D,0.05,D,0.01,D,0.02,D,0.06,A,0.04,A,0.030,A,0.010,A,3.55,A,0.68,A,6.74,A,1.66,A,,N,,N,,N
CF002,2,"GSWS10",1983,1982,10,F,8.72,A,7.41,A,41.68,A,19.25,A,3.95,A,7.38,Q,0.063,A,0.052,A,,N,0.011,D,0.08,D,0.06,D,0.05,D,0.02,D,0.07,A,0.05,A,0.006,A,0.008,A,2.42,A,0.29,A,4.55,A,1.15,A,,N,,N,,N
CF002,2,"GSWS10",1983,1982,11,F,16.31,A,7.14,A,34.11,A,15.67,A,3.28,A,5.07,Q,0.067,A,0.058,A,,N,0.009,D,0.07,D,0.04,D,0.03,D,0.03,D,0.07,A,0.04,A,0.007,A,0.002,A,2.11,A,0.25,A,3.50,A,0.91,A,,N,,N,,N
CF002,2,"GSWS10",1983,1982,12,F,44.27,A,7.30,A,30.63,A,13.83,A,4.22,A,4.22,Q,0.074,A,0.061,A,,N,0.013,D,0.07,D,0.05,D,0.03,D,0.02,D,0.06,A,0.04,A,0.011,A,0.005,A,1.82,A,0.24,A,2.93,A,0.77,A,,N,,N,,N
CF002,2,"GSWS10",1983,1983,1,F,32.65,A,7.32,A,31.73,A,14.96,A,2.68,A,6.00,Q,0.066,A,0.054,A,,N,0.012,D,0.07,D,0.04,D,0.02,D,0.03,D,0.07,A,0.04,A,0.015,A,0.006,A,1.91,A,0.22,A,3.04,A,0.83,A,,N,,N,,N
CF002,2,"GSWS10",1983,1983,2,P,35.59,A,7.22,A,30.79,A,14.25,A,3.64,A,7.08,Q,0.064,A,0.063,A,,N,0.001,D,0.07,D,0.04,D,0.03,D,0.03,D,0.07,A,0.04,A,0.011,A,0.003,A,1.80,A,0.22,A,2.91,A,0.80,A,,N,,N,,N
CF002,2,"GSWS10",1983,1983,3,F,30.10,A,7.29,A,31.21,A,14.92,A,8.36,A,8.26,A,0.063,A,0.053,A,,N,0.010,D,0.08,D,0.06,D,0.03,D,0.02,D,0.07,A,0.05,A,0.021,A,0.004,A,1.87,A,0.26,A,3.19,A,0.84,A,,N,,N,,N
CF002,2,"GSWS10",1983,1983,4,G,11.06,A,7.30,A,31.78,A,15.79,A,9.56,A,8.45,A,0.067,A,0.053,A,,N,0.014,D,0.07,D,0.03,D,0.02,D,0.03,D,0.07,A,0.03,A,0.013,A,0.003,A,1.99,A,0.25,A,3.35,E,0.87,A,,N,,N,,N
CF002,2,"GSWS10",1983,1983,5,G,7.54,A,7.40,A,37.71,A,20.12,A,1.24,A,9.24,A,0.072,A,0.059,A,,N,0.013,D,0.08,D,0.07,D,0.04,D,0.00,D,0.06,A,0.06,A,0.015,A,0.016,A,2.42,A,0.28,A,2.97,E,0.76,A,,N,,N,,N
CF002,2,"GSWS10",1983,1983,6,F,2.25,A,7.52,A,41.97,A,24.25,A,2.01,A,10.02,A,0.065,A,0.057,A,,N,0.008,D,0.07,D,0.07,D,0.05,D,0.00,D,0.06,A,0.06,A,0.016,A,0.005,A,2.80,A,0.31,A,3.15,E,0.95,A,,N,,N,,N
CF002,2,"GSWS10",1983,1983,7,F,2.55,A,7.44,A,50.45,A,26.37,A,2.80,A,9.76,A,0.061,A,0.059,A,,N,0.002,D,0.05,D,0.04,D,0.04,D,0.01,D,0.05,A,0.04,A,0.001,A,0.004,A,3.02,A,0.29,A,3.47,E,1.18,A,,N,,N,,N
CF002,2,"GSWS10",1983,1983,8,F,0.87,A,7.57,A,61.55,A,28.50,A,1.43,A,10.07,A,0.060,A,0.055,A,,N,0.006,D,0.04,D,0.03,D,0.03,D,0.01,D,0.04,A,0.03,A,0.005,A,0.001,A,3.40,A,0.33,A,3.90,E,1.41,A,,N,,N,,N
CF002,2,"GSWS10",1983,1983,9,F,0.68,A,7.37,A,55.83,A,27.66,A,1.61,A,9.56,A,0.057,A,0.049,A,,N,0.007,D,0.05,D,0.03,D,0.02,D,0.02,D,0.05,A,0.03,A,0.004,A,0.000,A,3.54,A,0.37,A,4.22,E,1.45,A,,N,,N,,N
CF002,2,"GSWS10",1984,1983,10,G,0.92,A,7.52,A,57.99,A,27.12,A,1.67,A,9.14,A,0.054,A,0.050,A,,N,0.004,D,0.05,D,0.04,D,0.03,D,0.01,D,0.05,A,0.04,A,0.007,A,0.002,A,3.26,A,0.33,A,4.11,E,1.38,A,,N,,N,,N
CF002,2,"GSWS10",1984,1983,11,G,29.10,A,7.00,A,24.33,A,16.04,A,2.47,A,9.86,A,0.055,A,0.050,A,,N,0.005,D,0.06,D,0.05,D,0.04,D,0.01,D,0.06,A,0.05,A,0.008,A,0.003,A,2.22,A,0.24,A,3.88,E,0.95,A,0.31,I,1.07,I,,N
CF002,2,"GSWS10",1984,1983,12,F,40.08,A,6.97,A,25.31,A,14.37,A,3.31,A,8.89,A,0.062,A,0.054,A,,N,0.008,D,0.06,D,0.04,D,0.03,D,0.02,D,0.06,A,0.04,A,0.009,A,0.004,A,1.99,A,0.24,A,2.98,E,0.72,A,,N,,N,,N
CF002,2,"GSWS10",1984,1984,1,F,22.42,A,6.98,A,29.63,A,15.25,A,5.70,A,9.32,A,0.061,A,0.054,A,,N,0.008,D,0.07,D,0.04,D,0.02,D,0.03,D,0.06,A,0.03,A,0.007,A,0.006,A,2.04,A,0.24,A,3.16,E,0.76,A,,N,,N,,N
CF002,2,"GSWS10",1984,1984,2,F,31.91,A,7.17,A,30.42,A,14.42,A,19.07,A,9.25,A,0.074,A,0.052,A,,N,0.022,D,0.09,D,0.03,D,0.02,D,0.06,D,0.08,A,0.02,A,0.003,A,0.009,A,2.01,A,0.23,A,2.69,E,0.67,A,,N,,N,,N
